"id","vendor","category","subcategory","feature","officialUrl","sourceType","sourceKey","status","blocker"
"DIN-0123","dingg","Invoice","Invoice","How to pay previous dues","https://docs.dingg.app/Invoice/Invoice/How_to_pay_previous_dues","help_topic","150","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0124","dingg","Invoice","Invoice","How to redeem package","https://docs.dingg.app/Invoice/Invoice/How_to_redeem_package","help_topic","153","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0125","dingg","Invoice","Invoice","How to redeem points","https://docs.dingg.app/Invoice/Invoice/How_to_redeem_points","help_topic","134","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0126","dingg","Invoice","Invoice","How to redeem voucher/prepaid","https://docs.dingg.app/Invoice/Invoice/How_to_redeem_voucherprepaid","help_topic","132","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0127","dingg","Invoice","Invoice","How to redeem wallet amount","https://docs.dingg.app/Invoice/Invoice/How_to_redeem_wallet_amount","help_topic","133","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0128","dingg","Invoice","Invoice","How to show price with service and product name during invoicing","https://docs.dingg.app/Invoice/Invoice/How_to_show_price_with_service_and_product_name_during_invoicing","help_topic","123","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0129","dingg","Invoice","Invoice","How to split service commission between stylist","https://docs.dingg.app/Invoice/Invoice/How_to_split_service_commission_between_stylist","help_topic","130","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0130","dingg","Invoice","Invoice","Understanding Invoice generation window","https://docs.dingg.app/Invoice/Invoice/Understanding_Invoice_generation_window","help_topic","152","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0131","dingg","Invoice","Invoice","What are different default invoice settings available on the invoice generation page","https://docs.dingg.app/Invoice/Invoice/What_are_different_default_invoice_settings_available_on_the_invoice_generation_page","help_topic","142","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0132","dingg","Invoice","Invoice","What are the different invoice printing options available","https://docs.dingg.app/Invoice/Invoice/What_are_the_different_invoice_printing_options_available","help_topic","126","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0133","dingg","Invoice","Previous Invoice","How to download or print the invoice","https://docs.dingg.app/Invoice/Previous_Invoice/How_to_download_or_print_the_invoice","help_topic","144","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0134","dingg","Invoice","Previous Invoice","How to email a generated invoice","https://docs.dingg.app/Invoice/Previous_Invoice/How_to_email_a_generated_invoice","help_topic","145","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0135","dingg","Invoice","Previous Invoice","How to get a feedback from a customer","https://docs.dingg.app/Invoice/Previous_Invoice/How_to_get_a_feedback_from_a_customer","help_topic","147","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0136","dingg","Invoice","Previous Invoice","How to view or access previous invoices","https://docs.dingg.app/Invoice/Previous_Invoice/How_to_view_or_access_previous_invoices","help_topic","143","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0137","dingg","Invoice","Previous Invoice","How to view payment status of an invoice","https://docs.dingg.app/Invoice/Previous_Invoice/How_to_view_payment_status_of_an_invoice","help_topic","146","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0138","dingg","Marketing","Campaign","How to set a campaign or how to send promotional messages","https://docs.dingg.app/Marketing/Campaign/How_to_set_a_campaign_or_how_to_send_promotional_messages","help_topic","155","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0139","dingg","Marketing","Campaign","Understanding Campaign Window","https://docs.dingg.app/Marketing/Campaign/Understanding_Campaign_Window","help_topic","212","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0140","dingg","Marketing","Loyalty","How to set Loyalty","https://docs.dingg.app/Marketing/Loyalty/How_to_set_Loyalty","help_topic","176","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0141","dingg","Marketing","Segment","Understanding Segment Window","https://docs.dingg.app/Marketing/Segment/Understanding_Segment_Window","help_topic","213","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0142","dingg","Reports","Attendance","How to generate staff attendance report","https://docs.dingg.app/Reports/Attendance/How_to_generate_staff_attendance_report","help_topic","168","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0143","dingg","Reports","Expense","How to generate Expense Report","https://docs.dingg.app/Reports/Expense/How_to_generate_Expense_Report","help_topic","166","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0144","dingg","Reports","Feedback","How to check feedback report","https://docs.dingg.app/Reports/Feedback/How_to_check_feedback_report","help_topic","169","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0145","dingg","Reports","Invoice"," How to generate invoice/tax detail invoice report","https://docs.dingg.app/Reports/Invoice/_How_to_generate_invoicetax_detail_invoice_report","help_topic","157","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0146","dingg","Reports","Membership","How to generate Membership Sales report","https://docs.dingg.app/Reports/Membership/How_to_generate_Membership_Sales_report","help_topic","161","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0147","dingg","Reports","Package","How to generate Package Sales report","https://docs.dingg.app/Reports/Package/How_to_generate_Package_Sales_report","help_topic","162","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0148","dingg","Reports","Prepaid/Voucher","How to generate Prepaid/Voucher Sales report","https://docs.dingg.app/Reports/PrepaidVoucher/How_to_generate_PrepaidVoucher_Sales_report","help_topic","163","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0149","dingg","Reports","Product"," How to generate Product Sales report ","https://docs.dingg.app/Reports/Product/_How_to_generate_Product_Sales_report_","help_topic","159","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0150","dingg","Reports","Sales Trends","How to check Sales Trends or Client Trends","https://docs.dingg.app/Reports/Sales_Trends/How_to_check_Sales_Trends_or_Client_Trends","help_topic","170","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0151","dingg","Reports","Sales","How to generate Daily Sales report for a Day or Week or Month or for Custom Range","https://docs.dingg.app/Reports/Sales/How_to_generate_Daily_Sales_report_for_a_Day_or_Week_or_Month_or_for_Custom_Range","help_topic","156","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0152","dingg","Reports","Service","How to generate service report","https://docs.dingg.app/Reports/Service/How_to_generate_service_report","help_topic","158","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0153","dingg","Reports","SMS","How to generate SMS Report","https://docs.dingg.app/Reports/SMS/How_to_generate_SMS_Report","help_topic","165","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0154","dingg","Reports","Staff","How to check Staff Performance ","https://docs.dingg.app/Reports/Staff/How_to_check_Staff_Performance_","help_topic","164","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0155","dingg","Reports","Staff","How to generate particular Staff Performance","https://docs.dingg.app/Reports/Staff/How_to_generate_particular_Staff_Performance","help_topic","167","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0156","dingg","Settings","Business Hours","How to setup non working day in a week","https://docs.dingg.app/Settings/Business_Hours/How_to_setup_non_working_day_in_a_week","help_topic","10","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0157","dingg","Settings","Business Hours","How to setup the Business Hours","https://docs.dingg.app/Settings/Business_Hours/How_to_setup_the_Business_Hours","help_topic","8","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0158","dingg","Settings","Business Hours","How to split the day as per Business Hours","https://docs.dingg.app/Settings/Business_Hours/How_to_split_the_day_as_per_Business_Hours","help_topic","9","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0159","dingg","Settings","GST Update","GST Update for Products","https://docs.dingg.app/Settings/GST_Update/GST_Update_for_Products","help_topic","240","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0160","dingg","Settings","Invoice Settings","How to create new tax and tax group","https://docs.dingg.app/Settings/Invoice_Settings/How_to_create_new_tax_and_tax_group","help_topic","7","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0161","dingg","Settings","Invoice Settings","How to customize invoice template","https://docs.dingg.app/Settings/Invoice_Settings/How_to_customize_invoice_template","help_topic","185","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0162","dingg","Settings","Invoice Settings","How to enable or disable GST","https://docs.dingg.app/Settings/Invoice_Settings/How_to_enable_or_disable_GST","help_topic","1","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0163","dingg","Settings","Invoice Settings","How to set or enter GST Number","https://docs.dingg.app/Settings/Invoice_Settings/How_to_set_or_enter_GST_Number","help_topic","4","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0164","dingg","Settings","Invoice Settings","How to set price of services tax inclusive","https://docs.dingg.app/Settings/Invoice_Settings/How_to_set_price_of_services_tax_inclusive","help_topic","6","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0165","dingg","Settings","Invoice Settings","How to set product price tax inclusive","https://docs.dingg.app/Settings/Invoice_Settings/How_to_set_product_price_tax_inclusive","help_topic","5","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0166","dingg","Settings","Manage Feedback","How to create questionaire for the Feedback","https://docs.dingg.app/Settings/Manage_Feedback/How_to_create_questionaire_for_the_Feedback","help_topic","35","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0167","dingg","Settings","Manage Membership","How to create a Membership with point system","https://docs.dingg.app/Settings/Manage_Membership/How_to_create_a_Membership_with_point_system","help_topic","33","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0168","dingg","Settings","Manage Membership","How to create or modify or delete a Membership","https://docs.dingg.app/Settings/Manage_Membership/How_to_create_or_modify_or_delete_a_Membership","help_topic","30","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0169","dingg","Settings","Manage Membership","How to sale a Membership / Prepaid or Voucher","https://docs.dingg.app/Settings/Manage_Membership/How_to_sale_a_Membership__Prepaid_or_Voucher","help_topic","31","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0170","dingg","Settings","Manage Membership","What is Weekday and Weekend discount","https://docs.dingg.app/Settings/Manage_Membership/What_is_Weekday_and_Weekend_discount","help_topic","32","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0171","dingg","Settings","Manage Packages","Does deletion or modification of any sold Package will affect existing customers","https://docs.dingg.app/Settings/Manage_Packages/Does_deletion_or_modification_of_any_sold_Package_will_affect_existing_customers","help_topic","29","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0172","dingg","Settings","Manage Packages","How to create a Package with all services","https://docs.dingg.app/Settings/Manage_Packages/How_to_create_a_Package_with_all_services","help_topic","28","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0173","dingg","Settings","Manage Packages","How to create a Package with selected service","https://docs.dingg.app/Settings/Manage_Packages/How_to_create_a_Package_with_selected_service","help_topic","27","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0174","dingg","Settings","Manage Packages","How to create or modify or delete a Package","https://docs.dingg.app/Settings/Manage_Packages/How_to_create_or_modify_or_delete_a_Package","help_topic","21","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0175","dingg","Settings","Manage Packages","How to sale a Package","https://docs.dingg.app/Settings/Manage_Packages/How_to_sale_a_Package","help_topic","22","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0176","dingg","Settings","Manage Packages","What all categories available in a Package","https://docs.dingg.app/Settings/Manage_Packages/What_all_categories_available_in_a_Package","help_topic","23","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0177","dingg","Settings","Manage Packages","What all Service Group type available in the Package","https://docs.dingg.app/Settings/Manage_Packages/What_all_Service_Group_type_available_in_the_Package","help_topic","25","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0178","dingg","Settings","Manage Packages","What is Count, Time and Money Service group Type","https://docs.dingg.app/Settings/Manage_Packages/What_is_Count,_Time_and_Money_Service_group_Type","help_topic","26","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0179","dingg","Settings","Manage Packages","What is the difference between Services and Service group in Package","https://docs.dingg.app/Settings/Manage_Packages/What_is_the_difference_between_Services_and_Service_group_in_Package","help_topic","24","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0180","dingg","Settings","Manage Prepaid/Vouchers","Does deletion or modification of any sold Prepaid or Voucher will affect existing customers","https://docs.dingg.app/Settings/Manage_PrepaidVouchers/Does_deletion_or_modification_of_any_sold_Prepaid_or_Voucher_will_affect_existing_customers","help_topic","20","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0181","dingg","Settings","Manage Prepaid/Vouchers","How to create or modify or delete a Prepaid or Voucher","https://docs.dingg.app/Settings/Manage_PrepaidVouchers/How_to_create_or_modify_or_delete_a_Prepaid_or_Voucher","help_topic","16","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0182","dingg","Settings","Manage Prepaid/Vouchers","How to sale Prepaid or Voucher","https://docs.dingg.app/Settings/Manage_PrepaidVouchers/How_to_sale_Prepaid_or_Voucher","help_topic","19","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0183","dingg","Settings","Manage Prepaid/Vouchers","What is the difference between actual price and offer price","https://docs.dingg.app/Settings/Manage_PrepaidVouchers/What_is_the_difference_between_actual_price_and_offer_price","help_topic","18","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0184","dingg","Settings","Manage Services","How to create a Service under Category","https://docs.dingg.app/Settings/Manage_Services/How_to_create_a_Service_under_Category","help_topic","12","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0185","dingg","Settings","Manage Services","How to create Category for a Service","https://docs.dingg.app/Settings/Manage_Services/How_to_create_Category_for_a_Service","help_topic","11","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0186","dingg","Settings","Manage Services","How to delete a Category or Service","https://docs.dingg.app/Settings/Manage_Services/How_to_delete_a_Category_or_Service","help_topic","14","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0187","dingg","Settings","Manage Services","How to export the services and categories","https://docs.dingg.app/Settings/Manage_Services/How_to_export_the_services_and_categories","help_topic","206","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0188","dingg","Settings","Manage Services","How to import the services and categories","https://docs.dingg.app/Settings/Manage_Services/How_to_import_the_services_and_categories","help_topic","205","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0189","dingg","Settings","Manage Services","How to modify service name, price and serving time","https://docs.dingg.app/Settings/Manage_Services/How_to_modify_service_name,_price_and_serving_time","help_topic","13","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0190","dingg","Settings","Manage Services","How to print the service menu","https://docs.dingg.app/Settings/Manage_Services/How_to_print_the_service_menu","help_topic","204","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0191","dingg","Settings","Online Booking","How to enable or disable customer web booking","https://docs.dingg.app/Settings/Online_Booking/How_to_enable_or_disable_customer_web_booking","help_topic","43","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0192","dingg","Settings","Online Booking","How to enable or disable Offer, Packages, Price and Stylist on the booking webpage","https://docs.dingg.app/Settings/Online_Booking/How_to_enable_or_disable_Offer,_Packages,_Price_and_Stylist_on_the_booking_webpage","help_topic","46","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0193","dingg","Settings","Online Booking","How to get QR code for the Digital Menu","https://docs.dingg.app/Settings/Online_Booking/How_to_get_QR_code_for_the_Digital_Menu","help_topic","44","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0194","dingg","Settings","Online Booking","How to get URL for the Facebook and Webstie integration","https://docs.dingg.app/Settings/Online_Booking/How_to_get_URL_for_the_Facebook_and_Webstie_integration","help_topic","45","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0195","dingg","Settings","Other Settings","How to add / edit a service","https://docs.dingg.app/Settings/Other_Settings/How_to_add__edit_a_service","help_topic","230","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0196","dingg","Settings","Other Settings","How to allow online booking","https://docs.dingg.app/Settings/Other_Settings/How_to_allow_online_booking","help_topic","49","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0197","dingg","Settings","Other Settings","How to change the Password","https://docs.dingg.app/Settings/Other_Settings/How_to_change_the_Password","help_topic","48","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0198","dingg","Settings","Other Settings","How to Create an Account","https://docs.dingg.app/Settings/Other_Settings/How_to_Create_an_Account","help_topic","231","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0199","dingg","Settings","Other Settings","How to reset opening cash ","https://docs.dingg.app/Settings/Other_Settings/How_to_reset_opening_cash_","help_topic","3","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0200","dingg","Settings","Other Settings","How to set booking limit","https://docs.dingg.app/Settings/Other_Settings/How_to_set_booking_limit","help_topic","51","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0201","dingg","Settings","Other Settings","How to set queue limit","https://docs.dingg.app/Settings/Other_Settings/How_to_set_queue_limit","help_topic","50","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0202","dingg","Settings","SMS Setting","How to enable or disable SMS settings and Alerts","https://docs.dingg.app/Settings/SMS_Setting/How_to_enable_or_disable_SMS_settings_and_Alerts","help_topic","36","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0203","dingg","Settings","SMS Setting","How to enable OTP SMS for the prepaid or voucher or package redemption","https://docs.dingg.app/Settings/SMS_Setting/How_to_enable_OTP_SMS_for_the_prepaid_or_voucher_or_package_redemption","help_topic","37","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0204","dingg","Settings","SMS Setting","What all SMS settings are available","https://docs.dingg.app/Settings/SMS_Setting/What_all_SMS_settings_are_available","help_topic","38","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0205","dingg","Settings","Staff Commission","What is flat and multilevel commissions and how to setup a multilevel profile","https://docs.dingg.app/Settings/Staff_Commission/What_is_flat_and_multilevel_commissions_and_how_to_setup_a_multilevel_profile","help_topic","216","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0206","dingg","Settings","Third Party Integration","How to enable Tippy and configure it for collecting tips","https://docs.dingg.app/Settings/Third_Party_Integration/How_to_enable_Tippy_and_configure_it_for_collecting_tips","help_topic","225","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0207","dingg","Settings","Third Party Integration","How to get access token for integrating Tippy with DINGG","https://docs.dingg.app/Settings/Third_Party_Integration/How_to_get_access_token_for_integrating_Tippy_with_DINGG","help_topic","226","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0208","dingg","Staff","Manage Staff","How to Add New Staff?","https://docs.dingg.app/Staff/Manage_Staff/How_to_Add_New_Staff?","help_topic","171","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0209","dingg","Staff","Manage Staff","How to assign Category/Services to a Staff","https://docs.dingg.app/Staff/Manage_Staff/How_to_assign_CategoryServices_to_a_Staff","help_topic","172","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0210","dingg","Staff","Permissions","How to assign permission to the staff","https://docs.dingg.app/Staff/Permissions/How_to_assign_permission_to_the_staff","help_topic","175","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0211","dingg","Staff","Permissions","How to create or edit Login Credentials of a staff","https://docs.dingg.app/Staff/Permissions/How_to_create_or_edit_Login_Credentials_of_a_staff","help_topic","214","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0212","dingg","Staff","Salary","How to set up a Salary and Commissions for Staff","https://docs.dingg.app/Staff/Salary/How_to_set_up_a_Salary_and_Commissions_for_Staff","help_topic","173","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0213","dingg","Staff","Salary","How to view or pay Salary and Commissions","https://docs.dingg.app/Staff/Salary/How_to_view_or_pay_Salary_and_Commissions","help_topic","221","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0214","dingg","Staff","Salary","How to view salary history of a staff","https://docs.dingg.app/Staff/Salary/How_to_view_salary_history_of_a_staff","help_topic","215","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0215","dingg","Staff","Schedule","How to add attendance of staff","https://docs.dingg.app/Staff/Schedule/How_to_add_attendance_of_staff","help_topic","218","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0216","dingg","Staff","Schedule","How to add two shifts for a staff?","https://docs.dingg.app/Staff/Schedule/How_to_add_two_shifts_for_a_staff?","help_topic","174","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0217","dingg","Staff","Schedule","How to setup a roster/schedule for a staff","https://docs.dingg.app/Staff/Schedule/How_to_setup_a_rosterschedule_for_a_staff","help_topic","217","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
