id,capabilityKey,zenotiFeature,workflow,officialUrl,releaseDate,businessVerticals,publicAvailability,sourceType,sourceRowIds,ui,apiRoute,routeState,serviceRepository,databaseTables,permission,auditEvent,providerDevice,automatedTest,uatEvidence,status,blocker
"HC-0241","help_center_navigation:hc-0241","Configure current time on calendar","configure","https://help.zenoti.com/en/appointments/onboard-and-set-up/essentials/configure-current-time-on-calendar.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0242","help_center_navigation:hc-0242","Configure label for Appointment","configure","https://help.zenoti.com/en/appointments/onboard-and-set-up/essentials/configure-label-for-appointment.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0243","help_center_navigation:hc-0243","Configure label for Therapist","configure","https://help.zenoti.com/en/appointments/onboard-and-set-up/essentials/configure-label-for-therapist.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0244","help_center_navigation:hc-0244","Configure PIN login for your employees","configure","https://help.zenoti.com/en/appointments/onboard-and-set-up/essentials/configure-pin-login-for-your-employees.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0245","help_center_navigation:hc-0245","Enable Booking Wizard","configure","https://help.zenoti.com/en/appointments/onboard-and-set-up/essentials/enable-booking-wizard.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0246","help_center_navigation:hc-0246","Require PIN to delete appointments","refund_reverse","https://help.zenoti.com/en/appointments/onboard-and-set-up/essentials/require-pin-to-delete-appointments.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0247","help_center_navigation:hc-0247","Set default duration of appointment slots","operate","https://help.zenoti.com/en/appointments/onboard-and-set-up/essentials/set-default-duration-of-appointment-slots.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0248","help_center_navigation:hc-0248","Notifications and alerts","notification","https://help.zenoti.com/en/appointments/onboard-and-set-up/notifications-and-alerts.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0249","help_center_navigation:hc-0249","Employee alerts","notification","https://help.zenoti.com/en/appointments/onboard-and-set-up/notifications-and-alerts/employee-alerts.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0250","help_center_navigation:hc-0250","Guest alerts","notification","https://help.zenoti.com/en/appointments/onboard-and-set-up/notifications-and-alerts/guest-alerts.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0251","help_center_navigation:hc-0251","Personalization","operate","https://help.zenoti.com/en/appointments/onboard-and-set-up/personalization.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0252","help_center_navigation:hc-0252","Interface","operate","https://help.zenoti.com/en/appointments/onboard-and-set-up/personalization/interface.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0253","help_center_navigation:hc-0253","Configure calendar views","report_export","https://help.zenoti.com/en/appointments/onboard-and-set-up/personalization/interface/configure-calendar-views.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0254","help_center_navigation:hc-0254","Display","operate","https://help.zenoti.com/en/appointments/onboard-and-set-up/personalization/interface/display.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0255","help_center_navigation:hc-0255","Enable petty cash expenses without creating a petty cash balance","configure","https://help.zenoti.com/en/appointments/onboard-and-set-up/personalization/interface/enable-petty-cash-expenses-without-creating-a-petty-cash-balance.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0256","help_center_navigation:hc-0256","Guest search","operate","https://help.zenoti.com/en/appointments/onboard-and-set-up/personalization/interface/guest-search.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0257","help_center_navigation:hc-0257","Toolbar","operate","https://help.zenoti.com/en/appointments/onboard-and-set-up/personalization/toolbar.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0258","help_center_navigation:hc-0258","Customize toolbar on Appointment Book","edit","https://help.zenoti.com/en/appointments/onboard-and-set-up/personalization/toolbar/customize-toolbar-on-appointment-book.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0259","help_center_navigation:hc-0259","Pricing and penalty","operate","https://help.zenoti.com/en/appointments/onboard-and-set-up/pricing-and-penalty.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0260","help_center_navigation:hc-0260","Set up a pole display","configure","https://help.zenoti.com/en/appointments/onboard-and-set-up/set-up-a-pole-display.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0261","help_center_navigation:hc-0261","Redesigned Appointment Book","operate","https://help.zenoti.com/en/appointments/redesigned-appointment-book.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0262","help_center_navigation:hc-0262","Book appointments using unified booking interface","create","https://help.zenoti.com/en/appointments/redesigned-appointment-book/book-appointments-using-unified-booking-interface.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0263","help_center_navigation:hc-0263","Browse by date in the redesigned Appointment Book","operate","https://help.zenoti.com/en/appointments/redesigned-appointment-book/browse-by-date-in-the-redesigned-appointment-book.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0264","help_center_navigation:hc-0264","Clock in and clock out","operate","https://help.zenoti.com/en/appointments/redesigned-appointment-book/clock-in-and-clock-out.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0265","help_center_navigation:hc-0265","Configure calendar within the redesigned Appointment Book","configure","https://help.zenoti.com/en/appointments/redesigned-appointment-book/configure-calendar-within-the-redesigned-appointment-book.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0266","help_center_navigation:hc-0266","Move Appointments for a Provider","edit","https://help.zenoti.com/en/appointments/redesigned-appointment-book/move-appointments-for-a-provider.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0267","help_center_navigation:hc-0267","Redesigned Appointment Book for enhanced scheduling","create","https://help.zenoti.com/en/appointments/redesigned-appointment-book/redesigned-appointment-book-for-enhanced-scheduling.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
"HC-0268","help_center_navigation:hc-0268","Search for guests in the redesigned appointment book","operate","https://help.zenoti.com/en/appointments/redesigned-appointment-book/search-for-guests-in-the-redesigned-appointment-book.html","NOT_PUBLISHED_ON_SOURCE_INDEX","{""salon"":true,""spa"":true,""medspa"":true,""fitness"":true,""barbershop"":true}","public","help_center_navigation","[]","NOT_EVIDENCED_IN_PHASE_0:UI","NOT_EVIDENCED_IN_PHASE_0:API_ROUTE","not_evidenced","NOT_EVIDENCED_IN_PHASE_0:SERVICE_REPOSITORY","NOT_EVIDENCED_IN_PHASE_0:DATABASE_TABLES","NOT_EVIDENCED_IN_PHASE_0:PERMISSION","NOT_EVIDENCED_IN_PHASE_0:AUDIT_EVENT","NOT_EVIDENCED_IN_PHASE_0:PROVIDER_DEVICE","NOT_EVIDENCED_IN_PHASE_0:AUTOMATED_TEST","NOT_EVIDENCED_IN_PHASE_0:UAT_EVIDENCE","Unmapped","No AuraShine evidence is mapped for this public Zenoti capability."
