"id","vendor","category","subcategory","feature","officialUrl","sourceType","sourceKey","status","blocker"
"SAL-0091","salonist","Inventory Management","Help Center","How can the stock history be viewed, and is it printable?","https://help.salonist.io/en/articles/9149057-how-can-the-stock-history-be-viewed-and-is-it-printable","help_article","https://help.salonist.io/en/articles/9149057-how-can-the-stock-history-be-viewed-and-is-it-printable","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0092","salonist","Inventory Management","Help Center","How to raise the request for more quantity of the product from warehouse ?","https://help.salonist.io/en/articles/9149122-how-to-raise-the-request-for-more-quantity-of-the-product-from-warehouse","help_article","https://help.salonist.io/en/articles/9149122-how-to-raise-the-request-for-more-quantity-of-the-product-from-warehouse","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0093","salonist","Inventory Management","Help Center","How may Inventory (stock) be returned to the warehouse?","https://help.salonist.io/en/articles/9153868-how-may-inventory-stock-be-returned-to-the-warehouse","help_article","https://help.salonist.io/en/articles/9153868-how-may-inventory-stock-be-returned-to-the-warehouse","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0094","salonist","Inventory Management","Help Center","How to add vendor?","https://help.salonist.io/en/articles/9153884-how-to-add-vendor","help_article","https://help.salonist.io/en/articles/9153884-how-to-add-vendor","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0095","salonist","Inventory Management","Help Center","How can I check Retail or in-house products?","https://help.salonist.io/en/articles/9153903-how-can-i-check-retail-or-in-house-products","help_article","https://help.salonist.io/en/articles/9153903-how-can-i-check-retail-or-in-house-products","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0096","salonist","Inventory Management","Help Center","How are the products imported or exported?","https://help.salonist.io/en/articles/9153923-how-are-the-products-imported-or-exported","help_article","https://help.salonist.io/en/articles/9153923-how-are-the-products-imported-or-exported","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0097","salonist","Inventory Management","Help Center","How can I check which products are out of stock and low stock?","https://help.salonist.io/en/articles/9153934-how-can-i-check-which-products-are-out-of-stock-and-low-stock","help_article","https://help.salonist.io/en/articles/9153934-how-can-i-check-which-products-are-out-of-stock-and-low-stock","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0098","salonist","TAX and BILL Settings","Help Center","How can I manage the tax settings?","https://help.salonist.io/en/articles/9153966-how-can-i-manage-the-tax-settings","help_article","https://help.salonist.io/en/articles/9153966-how-can-i-manage-the-tax-settings","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0099","salonist","Client Management","Help Center","How may a salonist add a client's advance or extra payment?","https://help.salonist.io/en/articles/9153983-how-may-a-salonist-add-a-client-s-advance-or-extra-payment","help_article","https://help.salonist.io/en/articles/9153983-how-may-a-salonist-add-a-client-s-advance-or-extra-payment","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0100","salonist","Reports & Analysis","Help Center","How can I view the Salonist cancelled Invoice list?","https://help.salonist.io/en/articles/9154025-how-can-i-view-the-salonist-cancelled-invoice-list","help_article","https://help.salonist.io/en/articles/9154025-how-can-i-view-the-salonist-cancelled-invoice-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0101","salonist","Reports & Analysis","Help Center","In according to the bill number, how can I find the sales list?","https://help.salonist.io/en/articles/9154204-in-according-to-the-bill-number-how-can-i-find-the-sales-list","help_article","https://help.salonist.io/en/articles/9154204-in-according-to-the-bill-number-how-can-i-find-the-sales-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0102","salonist","Reports & Analysis","Help Center","How can i check the sales according to services?","https://help.salonist.io/en/articles/9154490-how-can-i-check-the-sales-according-to-services","help_article","https://help.salonist.io/en/articles/9154490-how-can-i-check-the-sales-according-to-services","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0103","salonist","Reports & Analysis","Help Center","How can i get the staff sales?","https://help.salonist.io/en/articles/9154640-how-can-i-get-the-staff-sales","help_article","https://help.salonist.io/en/articles/9154640-how-can-i-get-the-staff-sales","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0104","salonist","Reports & Analysis","Help Center","How can I see the package sales?","https://help.salonist.io/en/articles/9154790-how-can-i-see-the-package-sales","help_article","https://help.salonist.io/en/articles/9154790-how-can-i-see-the-package-sales","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0105","salonist","TAX and BILL Settings","Help Center","How can I view tax value of each sale?","https://help.salonist.io/en/articles/9154833-how-can-i-view-tax-value-of-each-sale","help_article","https://help.salonist.io/en/articles/9154833-how-can-i-view-tax-value-of-each-sale","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0106","salonist","Reports & Analysis","Help Center","How can I see Deleted Invoice and how to Recover it ?","https://help.salonist.io/en/articles/9155074-how-can-i-see-deleted-invoice-and-how-to-recover-it","help_article","https://help.salonist.io/en/articles/9155074-how-can-i-see-deleted-invoice-and-how-to-recover-it","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0107","salonist","Reports & Analysis","Help Center","How can I see daily sales ?","https://help.salonist.io/en/articles/9155143-how-can-i-see-daily-sales","help_article","https://help.salonist.io/en/articles/9155143-how-can-i-see-daily-sales","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0108","salonist","Reports & Analysis","Help Center","How can I view reward list?","https://help.salonist.io/en/articles/9155165-how-can-i-view-reward-list","help_article","https://help.salonist.io/en/articles/9155165-how-can-i-view-reward-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0109","salonist","Reports & Analysis","Help Center","How can I see pending package list?","https://help.salonist.io/en/articles/9157998-how-can-i-see-pending-package-list","help_article","https://help.salonist.io/en/articles/9157998-how-can-i-see-pending-package-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0110","salonist","Reports & Analysis","Help Center","How can I see payroll list?","https://help.salonist.io/en/articles/9158004-how-can-i-see-payroll-list","help_article","https://help.salonist.io/en/articles/9158004-how-can-i-see-payroll-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0111","salonist","Reports & Analysis","Help Center","How can I see customer feedback list?","https://help.salonist.io/en/articles/9158006-how-can-i-see-customer-feedback-list","help_article","https://help.salonist.io/en/articles/9158006-how-can-i-see-customer-feedback-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0112","salonist","Reports & Analysis","Help Center","How can I see my membership sales list?","https://help.salonist.io/en/articles/9158016-how-can-i-see-my-membership-sales-list","help_article","https://help.salonist.io/en/articles/9158016-how-can-i-see-my-membership-sales-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0113","salonist","Reports & Analysis","Help Center","How to check different mode of payments or transactions ?","https://help.salonist.io/en/articles/9158022-how-to-check-different-mode-of-payments-or-transactions","help_article","https://help.salonist.io/en/articles/9158022-how-to-check-different-mode-of-payments-or-transactions","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0114","salonist","Reports & Analysis","Help Center","How to view staff revenue?","https://help.salonist.io/en/articles/9158026-how-to-view-staff-revenue","help_article","https://help.salonist.io/en/articles/9158026-how-to-view-staff-revenue","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0115","salonist","Integrations","Help Center","How to link Booking page with website?","https://help.salonist.io/en/articles/9158028-how-to-link-booking-page-with-website","help_article","https://help.salonist.io/en/articles/9158028-how-to-link-booking-page-with-website","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0116","salonist","Integrations","Help Center","Can I sink my customers with mailchimp?","https://help.salonist.io/en/articles/9158037-can-i-sink-my-customers-with-mailchimp","help_article","https://help.salonist.io/en/articles/9158037-can-i-sink-my-customers-with-mailchimp","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0117","salonist","Integrations","Help Center","Can I link the system with the get response?","https://help.salonist.io/en/articles/9158043-can-i-link-the-system-with-the-get-response","help_article","https://help.salonist.io/en/articles/9158043-can-i-link-the-system-with-the-get-response","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0118","salonist","Integrations","Help Center","Can i integrate stripe with salonist?","https://help.salonist.io/en/articles/9158047-can-i-integrate-stripe-with-salonist","help_article","https://help.salonist.io/en/articles/9158047-can-i-integrate-stripe-with-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0119","salonist","Integrations","Help Center","How can I integrate salonist paypal?","https://help.salonist.io/en/articles/9158052-how-can-i-integrate-salonist-paypal","help_article","https://help.salonist.io/en/articles/9158052-how-can-i-integrate-salonist-paypal","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0120","salonist","Integrations","Help Center","How to add the Facebook Pixel on the booking page?","https://help.salonist.io/en/articles/9158055-how-to-add-the-facebook-pixel-on-the-booking-page","help_article","https://help.salonist.io/en/articles/9158055-how-to-add-the-facebook-pixel-on-the-booking-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0121","salonist","Integrations","Help Center","How can I link the booking page with my wix website?","https://help.salonist.io/en/articles/9158058-how-can-i-link-the-booking-page-with-my-wix-website","help_article","https://help.salonist.io/en/articles/9158058-how-can-i-link-the-booking-page-with-my-wix-website","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0122","salonist","Integrations","Help Center","How can I link the booking page with weebly web page?","https://help.salonist.io/en/articles/9158065-how-can-i-link-the-booking-page-with-weebly-web-page","help_article","https://help.salonist.io/en/articles/9158065-how-can-i-link-the-booking-page-with-weebly-web-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0123","salonist","Integrations","Help Center","How to do SMS API integration?","https://help.salonist.io/en/articles/9158069-how-to-do-sms-api-integration","help_article","https://help.salonist.io/en/articles/9158069-how-to-do-sms-api-integration","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0124","salonist","Integrations","Help Center","How to integrate salonist with woocommerce ?","https://help.salonist.io/en/articles/9158076-how-to-integrate-salonist-with-woocommerce","help_article","https://help.salonist.io/en/articles/9158076-how-to-integrate-salonist-with-woocommerce","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0125","salonist","Integrations","Help Center","How to integrate salonist with shopify store?","https://help.salonist.io/en/articles/9158077-how-to-integrate-salonist-with-shopify-store","help_article","https://help.salonist.io/en/articles/9158077-how-to-integrate-salonist-with-shopify-store","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0126","salonist","Integrations","Help Center","How to integrate Authorize.Net with my salonist?","https://help.salonist.io/en/articles/9158082-how-to-integrate-authorize-net-with-my-salonist","help_article","https://help.salonist.io/en/articles/9158082-how-to-integrate-authorize-net-with-my-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0127","salonist","Integrations","Help Center","Can we integrate square payment with my salonist?","https://help.salonist.io/en/articles/9158141-can-we-integrate-square-payment-with-my-salonist","help_article","https://help.salonist.io/en/articles/9158141-can-we-integrate-square-payment-with-my-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0128","salonist","Marketing Settings","Help Center","How to run SMS campaigns?","https://help.salonist.io/en/articles/9158148-how-to-run-sms-campaigns","help_article","https://help.salonist.io/en/articles/9158148-how-to-run-sms-campaigns","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0129","salonist","Marketing Settings","Help Center","How to set referral system for clients?","https://help.salonist.io/en/articles/9158163-how-to-set-referral-system-for-clients","help_article","https://help.salonist.io/en/articles/9158163-how-to-set-referral-system-for-clients","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0130","salonist","Marketing Settings","Help Center","How does coupons work and How its beneficial ?","https://help.salonist.io/en/articles/9158167-how-does-coupons-work-and-how-its-beneficial","help_article","https://help.salonist.io/en/articles/9158167-how-does-coupons-work-and-how-its-beneficial","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0131","salonist","Marketing Settings","Help Center","How to add gift card?","https://help.salonist.io/en/articles/9158179-how-to-add-gift-card","help_article","https://help.salonist.io/en/articles/9158179-how-to-add-gift-card","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0132","salonist","Booking Settings","Help Center","How can we change the booking time slot?","https://help.salonist.io/en/articles/9158192-how-can-we-change-the-booking-time-slot","help_article","https://help.salonist.io/en/articles/9158192-how-can-we-change-the-booking-time-slot","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0133","salonist","Booking Settings","Help Center","How to enable OTP verification after booking an online appointment?","https://help.salonist.io/en/articles/9158201-how-to-enable-otp-verification-after-booking-an-online-appointment","help_article","https://help.salonist.io/en/articles/9158201-how-to-enable-otp-verification-after-booking-an-online-appointment","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0134","salonist","Booking Settings","Help Center","How can I sell packages and memberships on the online booking page?","https://help.salonist.io/en/articles/9158212-how-can-i-sell-packages-and-memberships-on-the-online-booking-page","help_article","https://help.salonist.io/en/articles/9158212-how-can-i-sell-packages-and-memberships-on-the-online-booking-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0135","salonist","Getting Started","Help Center","How Multiple location works ?","https://help.salonist.io/en/articles/9158227-how-multiple-location-works","help_article","https://help.salonist.io/en/articles/9158227-how-multiple-location-works","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0136","salonist","Booking Settings","Help Center","How to hide specific staff for an online booking?","https://help.salonist.io/en/articles/9158234-how-to-hide-specific-staff-for-an-online-booking","help_article","https://help.salonist.io/en/articles/9158234-how-to-hide-specific-staff-for-an-online-booking","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0137","salonist","Booking Settings","Help Center","How to add logo on the online booking page?","https://help.salonist.io/en/articles/9158245-how-to-add-logo-on-the-online-booking-page","help_article","https://help.salonist.io/en/articles/9158245-how-to-add-logo-on-the-online-booking-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0138","salonist","Booking Settings","Help Center","How to add cancellation policy on an online booking page?","https://help.salonist.io/en/articles/9158250-how-to-add-cancellation-policy-on-an-online-booking-page","help_article","https://help.salonist.io/en/articles/9158250-how-to-add-cancellation-policy-on-an-online-booking-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0139","salonist","Booking Settings","Help Center","How to add cover photo on an online booking page","https://help.salonist.io/en/articles/9158256-how-to-add-cover-photo-on-an-online-booking-page","help_article","https://help.salonist.io/en/articles/9158256-how-to-add-cover-photo-on-an-online-booking-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0140","salonist","Booking Settings","Help Center","How to add social media link on an online booking page?","https://help.salonist.io/en/articles/9158262-how-to-add-social-media-link-on-an-online-booking-page","help_article","https://help.salonist.io/en/articles/9158262-how-to-add-social-media-link-on-an-online-booking-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0141","salonist","Booking Settings","Help Center","How to add business hours on an online booking page?","https://help.salonist.io/en/articles/9158270-how-to-add-business-hours-on-an-online-booking-page","help_article","https://help.salonist.io/en/articles/9158270-how-to-add-business-hours-on-an-online-booking-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0142","salonist","Booking Settings","Help Center","How can I enable the confirmation by the admin after booking an online appointments ?","https://help.salonist.io/en/articles/9158277-how-can-i-enable-the-confirmation-by-the-admin-after-booking-an-online-appointments","help_article","https://help.salonist.io/en/articles/9158277-how-can-i-enable-the-confirmation-by-the-admin-after-booking-an-online-appointments","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0143","salonist","Booking Settings","Help Center","How can I set booking reminder days and hours?","https://help.salonist.io/en/articles/9158283-how-can-i-set-booking-reminder-days-and-hours","help_article","https://help.salonist.io/en/articles/9158283-how-can-i-set-booking-reminder-days-and-hours","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0144","salonist","Booking Settings","Help Center","How can we change the Online Booking setting?","https://help.salonist.io/en/articles/9158290-how-can-we-change-the-online-booking-setting","help_article","https://help.salonist.io/en/articles/9158290-how-can-we-change-the-online-booking-setting","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0145","salonist","Quick Sale","Help Center","How to assign packages in salonist?","https://help.salonist.io/en/articles/9158295-how-to-assign-packages-in-salonist","help_article","https://help.salonist.io/en/articles/9158295-how-to-assign-packages-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0146","salonist","Quick Sale","Help Center","What is Quick sale ?","https://help.salonist.io/en/articles/9158325-what-is-quick-sale","help_article","https://help.salonist.io/en/articles/9158325-what-is-quick-sale","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0147","salonist","Quick Sale","Help Center","How to edit the bill?","https://help.salonist.io/en/articles/9158342-how-to-edit-the-bill","help_article","https://help.salonist.io/en/articles/9158342-how-to-edit-the-bill","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0148","salonist","Quick Sale","Help Center","How to choose multiple payment methods while billing in POS?","https://help.salonist.io/en/articles/9158348-how-to-choose-multiple-payment-methods-while-billing-in-pos","help_article","https://help.salonist.io/en/articles/9158348-how-to-choose-multiple-payment-methods-while-billing-in-pos","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0149","salonist","Quick Sale","Help Center","Can we assign discount by percentage for individual services?","https://help.salonist.io/en/articles/9158373-can-we-assign-discount-by-percentage-for-individual-services","help_article","https://help.salonist.io/en/articles/9158373-can-we-assign-discount-by-percentage-for-individual-services","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0150","salonist","Quick Sale","Help Center","How to cancel or Delete invoice?","https://help.salonist.io/en/articles/9158385-how-to-cancel-or-delete-invoice","help_article","https://help.salonist.io/en/articles/9158385-how-to-cancel-or-delete-invoice","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0151","salonist","Getting Started","Help Center","How to check the upcoming Clients Birthday and Anniversary ?","https://help.salonist.io/en/articles/9158524-how-to-check-the-upcoming-clients-birthday-and-anniversary","help_article","https://help.salonist.io/en/articles/9158524-how-to-check-the-upcoming-clients-birthday-and-anniversary","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0152","salonist","Quick Sale","Help Center","How to clear due amount of the client?","https://help.salonist.io/en/articles/9158533-how-to-clear-due-amount-of-the-client","help_article","https://help.salonist.io/en/articles/9158533-how-to-clear-due-amount-of-the-client","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0153","salonist","Getting Started","Help Center","How to add different locations?","https://help.salonist.io/en/articles/9158556-how-to-add-different-locations","help_article","https://help.salonist.io/en/articles/9158556-how-to-add-different-locations","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0154","salonist","Getting Started","Help Center","How to create and assign membership?","https://help.salonist.io/en/articles/9158582-how-to-create-and-assign-membership","help_article","https://help.salonist.io/en/articles/9158582-how-to-create-and-assign-membership","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0155","salonist","Getting Started","Help Center","How to redeem E-wallet membership?","https://help.salonist.io/en/articles/9158705-how-to-redeem-e-wallet-membership","help_article","https://help.salonist.io/en/articles/9158705-how-to-redeem-e-wallet-membership","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0156","salonist","Quick Sale","Help Center","How to redeem the coupon?","https://help.salonist.io/en/articles/9158720-how-to-redeem-the-coupon","help_article","https://help.salonist.io/en/articles/9158720-how-to-redeem-the-coupon","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0157","salonist","Appointment Management","Help Center","How To Generate Previous Date Invoices","https://help.salonist.io/en/articles/9166774-how-to-generate-previous-date-invoices","help_article","https://help.salonist.io/en/articles/9166774-how-to-generate-previous-date-invoices","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0158","salonist","Getting Started","Help Center","How to manage the Leads in Salonist ?","https://help.salonist.io/en/articles/9177992-how-to-manage-the-leads-in-salonist","help_article","https://help.salonist.io/en/articles/9177992-how-to-manage-the-leads-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0159","salonist","Appointment Management","Help Center","How can I edit the Appointment ?","https://help.salonist.io/en/articles/9182534-how-can-i-edit-the-appointment","help_article","https://help.salonist.io/en/articles/9182534-how-can-i-edit-the-appointment","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0160","salonist","Quick Sale","Help Center","How to get the Old or Previous generated invoices ?","https://help.salonist.io/en/articles/9182983-how-to-get-the-old-or-previous-generated-invoices","help_article","https://help.salonist.io/en/articles/9182983-how-to-get-the-old-or-previous-generated-invoices","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0161","salonist","Client Management","Help Center","How to edit the client in Salonist ?","https://help.salonist.io/en/articles/9184266-how-to-edit-the-client-in-salonist","help_article","https://help.salonist.io/en/articles/9184266-how-to-edit-the-client-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0162","salonist","Client Management","Help Center","How can I get the Male/Female and Active/Inactive client list in Salonist?","https://help.salonist.io/en/articles/9188047-how-can-i-get-the-male-female-and-active-inactive-client-list-in-salonist","help_article","https://help.salonist.io/en/articles/9188047-how-can-i-get-the-male-female-and-active-inactive-client-list-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0163","salonist","Client Management","Help Center","How to assign Consent Forms to Clients?","https://help.salonist.io/en/articles/9188302-how-to-assign-consent-forms-to-clients","help_article","https://help.salonist.io/en/articles/9188302-how-to-assign-consent-forms-to-clients","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0164","salonist","Client Management","Help Center","How can I add a client's image to Salonist?","https://help.salonist.io/en/articles/9188716-how-can-i-add-a-client-s-image-to-salonist","help_article","https://help.salonist.io/en/articles/9188716-how-can-i-add-a-client-s-image-to-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0165","salonist","Client Management","Help Center","How to add clients Before and After Picture in Salonist ?","https://help.salonist.io/en/articles/9206972-how-to-add-clients-before-and-after-picture-in-salonist","help_article","https://help.salonist.io/en/articles/9206972-how-to-add-clients-before-and-after-picture-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0166","salonist","Client Management","Help Center","How to add clients Documents & Treatments in Salonist ?","https://help.salonist.io/en/articles/9207026-how-to-add-clients-documents-treatments-in-salonist","help_article","https://help.salonist.io/en/articles/9207026-how-to-add-clients-documents-treatments-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0167","salonist","Getting Started","Help Center","How to setup the loyality and rewards points ?","https://help.salonist.io/en/articles/9207114-how-to-setup-the-loyality-and-rewards-points","help_article","https://help.salonist.io/en/articles/9207114-how-to-setup-the-loyality-and-rewards-points","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0168","salonist","Reports & Analysis","Help Center","How to check Product IN/OUT (Retail) and (IN House) sales Report ?","https://help.salonist.io/en/articles/9207611-how-to-check-product-in-out-retail-and-in-house-sales-report","help_article","https://help.salonist.io/en/articles/9207611-how-to-check-product-in-out-retail-and-in-house-sales-report","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0169","salonist","Reports & Analysis","Help Center","How to view the detail report of the sales discount?","https://help.salonist.io/en/articles/9207640-how-to-view-the-detail-report-of-the-sales-discount","help_article","https://help.salonist.io/en/articles/9207640-how-to-view-the-detail-report-of-the-sales-discount","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0170","salonist","Getting Started","Help Center","How to run Email Campaigns?","https://help.salonist.io/en/articles/9207860-how-to-run-email-campaigns","help_article","https://help.salonist.io/en/articles/9207860-how-to-run-email-campaigns","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0171","salonist","Inventory Management","Help Center","How to assign products to the staff ?","https://help.salonist.io/en/articles/9207987-how-to-assign-products-to-the-staff","help_article","https://help.salonist.io/en/articles/9207987-how-to-assign-products-to-the-staff","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0172","salonist","Inventory Management","Help Center","How to Edit and Delete Vendor ?","https://help.salonist.io/en/articles/9208101-how-to-edit-and-delete-vendor","help_article","https://help.salonist.io/en/articles/9208101-how-to-edit-and-delete-vendor","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0173","salonist","Inventory Management","Help Center","How to edit a product in Salonist ?","https://help.salonist.io/en/articles/9208237-how-to-edit-a-product-in-salonist","help_article","https://help.salonist.io/en/articles/9208237-how-to-edit-a-product-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0174","salonist","Inventory Management","Help Center","How to edit and delete Product Brand in Salonist ?","https://help.salonist.io/en/articles/9208292-how-to-edit-and-delete-product-brand-in-salonist","help_article","https://help.salonist.io/en/articles/9208292-how-to-edit-and-delete-product-brand-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0175","salonist","Inventory Management","Help Center","How to edit and delete the product type in Salonist ?","https://help.salonist.io/en/articles/9208320-how-to-edit-and-delete-the-product-type-in-salonist","help_article","https://help.salonist.io/en/articles/9208320-how-to-edit-and-delete-the-product-type-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0176","salonist","Appointment Management","Help Center","Is your slots are available for rebooking once your appointment is cancelled ?","https://help.salonist.io/en/articles/9244647-is-your-slots-are-available-for-rebooking-once-your-appointment-is-cancelled","help_article","https://help.salonist.io/en/articles/9244647-is-your-slots-are-available-for-rebooking-once-your-appointment-is-cancelled","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0177","salonist","Mobile Application","Help Center","Is it possible to add service images to a mobile application's home screen?","https://help.salonist.io/en/articles/9245806-is-it-possible-to-add-service-images-to-a-mobile-application-s-home-screen","help_article","https://help.salonist.io/en/articles/9245806-is-it-possible-to-add-service-images-to-a-mobile-application-s-home-screen","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0178","salonist","Mobile Application","Help Center","How can I change the cover image on the APP's home page?","https://help.salonist.io/en/articles/9245877-how-can-i-change-the-cover-image-on-the-app-s-home-page","help_article","https://help.salonist.io/en/articles/9245877-how-can-i-change-the-cover-image-on-the-app-s-home-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0179","salonist","Mobile Application","Help Center","How to run a promotional offer within an app?","https://help.salonist.io/en/articles/9249729-how-to-run-a-promotional-offer-within-an-app","help_article","https://help.salonist.io/en/articles/9249729-how-to-run-a-promotional-offer-within-an-app","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
